.rownames,Disorder id,Disorder name,Human gene symbol,Mouse model description,PhenoDigm % score,Matching human phenotypes,Matching mouse phenotypes
3138,ORPHA:824,Primary Myelofibrosis,MPL,Mpl<em1(IMPC)Ccpcz> het early,48.265,"HP:0001903,HP:0001433,HP:0001409,HP:0001978,HP:0001876,HP:0004447,HP:0001894,HP:0002716,HP:0001974,HP:0002240,HP:0001873,HP:0001744","MP:0000691,MP:0000689"
3139,ORPHA:824,Primary Myelofibrosis,MPL,Mpl<em1(IMPC)Ccpcz> hom early,38.4,"HP:0001903,HP:0001433,HP:0001409,HP:0001978,HP:0001876,HP:0004447,HP:0001894,HP:0002716,HP:0001974,HP:0002240,HP:0001873,HP:0001744","MP:0000703,MP:0000709,MP:0000689"
3140,ORPHA:828,Stickler Syndrome,BMP4,Bmp4<tm1b(EUCOMM)Hmgu> het early,38.735,"HP:0000519,HP:0000518,HP:0000541,HP:0000506,HP:0007992,HP:0031154,HP:0000286,HP:0031153,HP:0001083,HP:0004327,HP:0000554,HP:0000483,HP:0011530","MP:0001322,MP:0003731,MP:0001325,MP:0003733,MP:0008259,MP:0011960,MP:0005176,MP:0011965"
3141,ORPHA:828,Stickler Syndrome,BMP4,Bmp4<tm1b(EUCOMM)Hmgu> hom embryo,18.88,"HP:0004322,HP:0001634","MP:0003984,MP:0000266"
3142,ORPHA:83461,Congenital Primary Aphakia,FOXE3,Foxe3<em1(IMPC)Mbp> hom early,54.31,"HP:0000647,HP:0000526,HP:0000568,HP:0011483,HP:0100583,HP:0000667,HP:0008062,HP:0001087,HP:0007707","MP:0001297,MP:0001314,MP:0001293"
3143,ORPHA:83463,Microtia,HOXA2,Hoxa2<tm1b(EUCOMM)Wtsi> het early,21.845,"HP:0040119,HP:0000413,HP:0008551,HP:0000377,HP:0008589,HP:0009892",MP:0004738
3144,ORPHA:83469,Desmoplastic Small Round Cell Tumor,EWSR1,Ewsr1<tm1b(EUCOMM)Wtsi> het early,18.61,HP:0001903,"MP:0005013,MP:0000218"
3145,ORPHA:83469,Desmoplastic Small Round Cell Tumor,EWSR1,Ewsr1<tm1b(EUCOMM)Wtsi> het embryo,28.17,HP:0001541,MP:0001785
3146,ORPHA:83469,Desmoplastic Small Round Cell Tumor,EWSR1,Ewsr1<tm1b(EUCOMM)Wtsi> hom embryo,28.17,HP:0001541,MP:0001785
3147,ORPHA:83471,T-Cell Immunodeficiency With Thymic Aplasia,FOXN1,Foxn1<tm1.1(KOMP)Vlcg> hom early,58.1,"HP:0031397,HP:0005359,HP:0100646,HP:0000821,HP:0004844,HP:0005403,HP:0002716","MP:0000703,MP:0000705"
3148,ORPHA:83472,Camos Syndrome,ZNF592,Zfp592<em1(IMPC)Bay> het early,33.895,HP:0000648,"MP:0003731,MP:0011965"
3149,ORPHA:84,Fanconi Anemia,MAD2L2,Mad2l2<tm1a(EUCOMM)Wtsi> het early,21.085,"HP:0003022,HP:0001199,HP:0002817,HP:0006265,HP:0006501,HP:0006101,HP:0100760,HP:0002823,HP:0040071,HP:0004209,HP:0001770,HP:0001172",MP:0000574
3150,ORPHA:84,Fanconi Anemia,PALB2,Palb2<tm1.1(KOMP)Vlcg> het early,13.045,"HP:0000864,HP:0000135",MP:0002079
3151,ORPHA:84,Fanconi Anemia,FANCL,Fancl<tm1b(EUCOMM)Hmgu> hom early,36.545,"HP:0001903,HP:0007565,HP:0001537,HP:0004349,HP:0001053,HP:0001824,HP:0001000,HP:0007400,HP:0005522,HP:0001873,HP:0001882","MP:0005011,MP:0003961,MP:0000063,MP:0010124,MP:0003795,MP:0010024,MP:0002075,MP:0002606"
3152,ORPHA:84,Fanconi Anemia,BRIP1,Brip1<em1(IMPC)J> hom early,40.825,"HP:0000483,HP:0001903,HP:0000518,HP:0008053,HP:0005522,HP:0001873,HP:0001882","MP:0002590,MP:0003179,MP:0001304"
3153,ORPHA:84,Fanconi Anemia,BRIP1,Brip1<em1(IMPC)J> hom late,22.48,"HP:0003022,HP:0001199,HP:0007565,HP:0001053,HP:0006265,HP:0006501,HP:0006101,HP:0100760,HP:0002823,HP:0040071,HP:0004209,HP:0001770,HP:0001000,HP:0007400,HP:0001172","MP:0002075,MP:0012000"
3154,ORPHA:84,Fanconi Anemia,FANCD2,Fancd2<em1(IMPC)Hmgu> het early,15.64,"HP:0100587,HP:0000047,HP:0000072,HP:0000083",MP:0002989
3155,ORPHA:84,Fanconi Anemia,ERCC4,Ercc4<em1(IMPC)J> hom embryo,32.27,"HP:0000568,HP:0008053",MP:0001293
3156,ORPHA:84,Fanconi Anemia,FANCF,Fancf<em1(IMPC)J> hom early,32.215,"HP:0000483,HP:0001903,HP:0001639,HP:0000518,HP:0008053,HP:0005522,HP:0001873,HP:0001882","MP:0002590,MP:0001314,MP:0005561,MP:0012121,MP:0005542"
3157,ORPHA:84064,Syndromic Diarrhea,SKIC2,Skic2<tm2b(EUCOMM)Wtsi> het early,26.48,HP:0011031,"MP:0003020,MP:0005568"
3158,ORPHA:84064,Syndromic Diarrhea,SKIC3,Skic3<em1(IMPC)Tcp> het early,28.675,"HP:0000778,HP:0011031,HP:0011877,HP:0001888,HP:0000089,HP:0000113,HP:0001894,HP:0002240,HP:0001744","MP:0011874,MP:0005627,MP:0005641"
3159,ORPHA:84081,Senior-Boichis Syndrome,TMEM67,Tmem67<em1(IMPC)J> het early,22.705,"HP:0000718,HP:0007018,HP:0000713",MP:0001415
3160,ORPHA:85112,Palmoplantar Keratoderma-Xx Sex Reversal-Predisposition To Squamous Cell Carcinoma Syndrome,RSPO1,Rspo1<tm1.1(KOMP)Vlcg> hom early,24.485,HP:0012245,"MP:0001147,MP:0001146"
3161,ORPHA:85166,"Platyspondylic Dysplasia, Torrance Type",COL2A1,Col2a1<em1(IMPC)Ccpcz> het early,27.48,"HP:0000926,HP:0000272","MP:0000160,MP:0000455"
3162,ORPHA:85166,"Platyspondylic Dysplasia, Torrance Type",COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,45.965,"HP:0006487,HP:0009882,HP:0001561,HP:0001773,HP:0003090,HP:0002983,HP:0003021,HP:0001789,HP:0000175,HP:0004279,HP:0001191,HP:0002970","MP:0002109,MP:0009908,MP:0000111,MP:0001785"
3163,ORPHA:85193,Idiopathic Juvenile Osteoporosis,WNT3A,Wnt3a<em1(IMPC)Ccpcz> het early,46.635,"HP:0002953,HP:0000939,HP:0002653,HP:0002808,HP:0002757","MP:0004599,MP:0003036,MP:0000137,MP:0004609"
3164,ORPHA:85198,Dysspondyloenchondromatosis,COL2A1,Col2a1<em1(IMPC)Ccpcz> het early,47.52,"HP:0000926,HP:0003422,HP:0002650,HP:0002879,HP:0002751",MP:0000160
3165,ORPHA:85198,Dysspondyloenchondromatosis,COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,16.135,"HP:0004039,HP:0002857,HP:0002991,HP:0005868",MP:0002109
3166,ORPHA:85212,Fetal Gaucher Disease,GBA1,Gba1<em1(IMPC)H> het early,19.88,"HP:0002908,HP:0002170","MP:0010392,MP:0008806"
3167,ORPHA:85212,Fetal Gaucher Disease,GBA1,Gba1<em1(IMPC)H> hom early,24.595,"HP:0003811,HP:0003826",MP:0011100
3168,ORPHA:85277,"X-Linked Intellectual Disability, Cantagrel Type",NEXMIF,Nexmif<em1(IMPC)Tcp> hem early,26.29,HP:0000733,MP:0001399
3169,ORPHA:85277,"X-Linked Intellectual Disability, Cantagrel Type",NEXMIF,Nexmif<em1(IMPC)Tcp> het early,27.69,HP:0000733,MP:0001399
3170,ORPHA:85279,Kdm5C-Related Syndromic X-Linked Intellectual Disability,KDM5C,Kdm5c<tm1d(EUCOMM)Hmgu> het early,19.17,HP:0002232,MP:0000367
3171,ORPHA:85288,"X-Linked Intellectual Disability, Stocco Dos Santos Type",SHROOM4,Shroom4<tm1.1(NCOM)Mfgc> hem early,37.96,HP:0000518,MP:0001314
3172,ORPHA:853,Fetal And Neonatal Alloimmune Thrombocytopenia,ITGA2,Itga2<tm1b(EUCOMM)Hmgu> hom early,26.91,HP:0100021,MP:0000745
3173,ORPHA:853,Fetal And Neonatal Alloimmune Thrombocytopenia,CD109,Cd109<tm1.1(KOMP)Vlcg> hom early,44.41,"HP:0002239,HP:0002170,HP:0001892,HP:0000967,HP:0000979,HP:0002249,HP:0007420,HP:0031364,HP:0002138,HP:0012541",MP:0006203
3174,ORPHA:853,Fetal And Neonatal Alloimmune Thrombocytopenia,GP1BB,Gp1bb<tm1.1(KOMP)Vlcg> hom early,43.24,HP:0004809,"MP:0002590,MP:0003179,MP:0002599"
3175,ORPHA:85329,X-Linked Intellectual Disability-Hypotonia-Facial Dysmorphism-Aggressive Behavior Syndrome,AP1S2,Ap1s2<em1(IMPC)Mbp> hom early,33.98,"HP:0000718,HP:0001288",MP:0002574
3176,ORPHA:85335,Fried Syndrome,AP1S2,Ap1s2<em1(IMPC)Mbp> hem early,31.905,HP:0000587,MP:0006243
3177,ORPHA:85335,Fried Syndrome,AP1S2,Ap1s2<em1(IMPC)Mbp> hom early,43.085,"HP:0000587,HP:0000718,HP:0001288","MP:0002574,MP:0001325"
3178,ORPHA:85408,Rheumatoid Factor-Negative Polyarticular Juvenile Idiopathic Arthritis,PTPN2,Ptpn2<tm1a(EUCOMM)Wtsi> het early,28.285,"HP:0001903,HP:0001433",MP:0005564
3179,ORPHA:85408,Rheumatoid Factor-Negative Polyarticular Juvenile Idiopathic Arthritis,IL2RA,Il2ra<tm1b(EUCOMM)Wtsi> hom early,42.885,"HP:0001369,HP:0008843,HP:0100686,HP:0001903,HP:0001433,HP:0003319,HP:0040313,HP:0001371,HP:0100769,HP:0002716,HP:0005086,HP:0001387","MP:0002875,MP:0000702,MP:0002591,MP:0002874,MP:0012362,MP:0005562,MP:0000063,MP:0000689,MP:0005642,MP:0005016,MP:0000219,MP:0000208,MP:0000137"
3180,ORPHA:85408,Rheumatoid Factor-Negative Polyarticular Juvenile Idiopathic Arthritis,IL2RB,Il2rb<tm1b(EUCOMM)Hmgu> hom early,22.655,"HP:0001155,HP:0011911,HP:0003019,HP:0001832",MP:0000572
3181,ORPHA:85410,Oligoarticular Juvenile Idiopathic Arthritis,IL2RA,Il2ra<tm1b(EUCOMM)Wtsi> hom early,19.43,"HP:0001369,HP:0040313,HP:0001370,HP:0001382,HP:0005086",MP:0000063
3182,ORPHA:85410,Oligoarticular Juvenile Idiopathic Arthritis,STAT4,Stat4<em1(IMPC)Mbp> hom early,43.915,"HP:0000585,HP:0000518,HP:0007833","MP:0001304,MP:0001314"
3183,ORPHA:861,Treacher-Collins Syndrome,POLR1C,Polr1c<em1(IMPC)J> het early,35.63,"HP:0000612,HP:0000518",MP:0001304
3184,ORPHA:861,Treacher-Collins Syndrome,POLR1C,Polr1c<em1(IMPC)J> het late,22.415,"HP:0000643,HP:0009554,HP:0000294,HP:0000561","MP:0000367,MP:0001284,MP:0001513,MP:0001523,MP:0002075"
3185,ORPHA:861,Treacher-Collins Syndrome,POLR1B,Polr1b<em1(IMPC)Tcp> het early,43.425,"HP:0000689,HP:0000347,HP:0000272,HP:0000162,HP:0006482,HP:0005990,HP:0010807,HP:0009804,HP:0000682,HP:0000278,HP:0000327,HP:0000175,HP:0000028,HP:0008736,HP:0000204,HP:0000160,HP:0000154,HP:0000164,HP:0010669,HP:0000778,HP:0000218","MP:0003068,MP:0000709,MP:0000702,MP:0002100"
3186,ORPHA:861,Treacher-Collins Syndrome,POLR1B,Polr1b<em1(IMPC)Tcp> het late,32.015,"HP:0008736,HP:0005990,HP:0000778,HP:0000028","MP:0011874,MP:0000709"
3187,ORPHA:86814,Benign Adult Familial Myoclonic Epilepsy,YEATS2,Yeats2<em1(IMPC)J> het late,39.765,HP:0002378,"MP:0001513,MP:0001523"
3188,ORPHA:86818,Alport Syndrome-Intellectual Disability-Midface Hypoplasia-Elliptocytosis Syndrome,ACSL4,Acsl4<tm1a(EUCOMM)Wtsi> hem early,29.92,"HP:0001182,HP:0000944",MP:0000558
3189,ORPHA:86818,Alport Syndrome-Intellectual Disability-Midface Hypoplasia-Elliptocytosis Syndrome,ACSL4,Acsl4<tm1a(EUCOMM)Wtsi> het early,20.03,HP:0004445,MP:0003179
3190,ORPHA:86820,Familial Avascular Necrosis Of Femoral Head,COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,16.31,"HP:0003366,HP:0008812",MP:0002109
3191,ORPHA:86884,Subcutaneous Panniculitis-Like T-Cell Lymphoma,HAVCR2,Havcr2<tm1b(KOMP)Wtsi> hom early,36.77,"HP:0001433,HP:0012156",MP:0004952
3192,ORPHA:869,Triple A Syndrome,GMPPA,Gmppa<em1(IMPC)Tcp> hom early,34.645,"HP:0001251,HP:0001097,HP:0012804","MP:0002574,MP:0001314"
3193,ORPHA:869,Triple A Syndrome,TRAPPC11,Trappc11<em1(IMPC)J> het early,18.045,"HP:0000407,HP:0000648",MP:0004738
3194,ORPHA:873,Desmoid Tumor,CTNNB1,Ctnnb1<Bfc> het early,34.275,"HP:0001376,HP:0002797","MP:0002896,MP:0010123,MP:0000062"
3195,ORPHA:87503,Mal De Meleda,SLURP1,Slurp1<tm1b(EUCOMM)Hmgu> hom early,22.795,HP:0001371,MP:0000063
3196,ORPHA:88,Idiopathic Aplastic Anemia,IFNG,Ifng<tm1.1(KOMP)Vlcg> het early,37.965,"HP:0001903,HP:0001896,HP:0001876,HP:0001875,HP:0001873",MP:0002608
3197,ORPHA:88,Idiopathic Aplastic Anemia,PRF1,Prf1<tm1.1(KOMP)Vlcg> hom early,39.835,"HP:0001903,HP:0001896,HP:0001876,HP:0001875,HP:0001873",MP:0005642
3198,ORPHA:882,Tyrosinemia Type 1,FAH,Fah<em1(IMPC)Mbp> het early,56.17,"HP:0006554,HP:0002909,HP:0001402,HP:0002240,HP:0001744","MP:0002989,MP:0002135,MP:0000601,MP:0003068,MP:0000598,MP:0000689,MP:0000691"
3199,ORPHA:88635,Vacuolar Myopathy With Sarcoplasmic Reticulum Protein Aggregates,CASQ1,Casq1<tm1b(EUCOMM)Wtsi> hom early,44.235,HP:0003236,"MP:0005568,MP:0005554"
3200,ORPHA:88637,Hypomyelination-Hypogonadotropic Hypogonadism-Hypodontia Syndrome,POLR1C,Polr1c<em1(IMPC)J> het late,30.605,HP:0001251,MP:0001523
3201,ORPHA:891,Familial Exudative Vitreoretinopathy,CTNNB1,Ctnnb1<Bfc> het early,38.46,HP:0004349,"MP:0002896,MP:0010123,MP:0000062"
3202,ORPHA:891,Familial Exudative Vitreoretinopathy,FZD4,Fzd4<tm1.1(KOMP)Vlcg> hom embryo,38.01,"HP:0040049,HP:0001004",MP:0001785
3203,ORPHA:893,Wagr Syndrome,PAX6,Pax6<em1(IMPC)Mbp> het early,35.405,"HP:0000518,HP:0008053","MP:0001297,MP:0001314,MP:0001293,MP:0005542"
3204,ORPHA:893,Wagr Syndrome,PAX6,Pax6<em1(IMPC)Mbp> het embryo,27.765,HP:0008053,MP:0001297
3205,ORPHA:893,Wagr Syndrome,PAX6,Pax6<em1(IMPC)Mbp> hom embryo,30.28,"HP:0008053,HP:0000232","MP:0000111,MP:0001293"
3206,ORPHA:895,Waardenburg Syndrome Type 2,SNAI2,Snai2<tm1.1(KOMP)Vlcg> hom early,58.03,"HP:0005599,HP:0001053,HP:0002216,HP:0002211,HP:0001100","MP:0000367,MP:0002075"
3207,ORPHA:89838,Autosomal Recessive Generalized Epidermolysis Bullosa Simplex,KRT14,Krt14<tm1.1(KOMP)Vlcg> hom embryo,24.36,HP:0200097,MP:0000111
3208,ORPHA:89844,"Lissencephaly Syndrome, Norman-Roberts Type",RELN,Reln<em1(IMPC)Mbp> het early,29.235,HP:0006270,"MP:0002339,MP:0000702"
3209,ORPHA:899,Walker-Warburg Syndrome,RXYLT1,Rxylt1<em1(IMPC)J> het early,33.195,"HP:0000587,HP:0007973,HP:0000556,HP:0000541,HP:0007731,HP:0000648",MP:0010097
3210,ORPHA:899,Walker-Warburg Syndrome,POMK,Pomk<em1(IMPC)Hmgu> het early,15.215,HP:0008736,MP:0002135
3211,ORPHA:89936,X-Linked Hypophosphatemia,PHEX,Phex<not yet available> hom early,60.095,"HP:0100686,HP:0008144,HP:0001363,HP:0004349,HP:0003127,HP:0002748,HP:0005789,HP:0001369,HP:0012449,HP:0006432,HP:0002148,HP:0003856,HP:0006490,HP:0003416,HP:0002857,HP:0001376,HP:0002979,HP:0002970,HP:0006487,HP:0008117,HP:0005930,HP:0008442,HP:0002869","MP:0002896,MP:0005627,MP:0000198,MP:0000195,MP:0008805,MP:0002968,MP:0005108,MP:0000552,MP:0004599,MP:0000558,MP:0000137,MP:0002932"
3212,ORPHA:89937,Autosomal Dominant Hypophosphatemic Rickets,FGF23,Fgf23<em1(IMPC)Ccpcz> het early,39.755,"HP:0002148,HP:0002901,HP:0001891","MP:0003020,MP:0004151,MP:0005565,MP:0000689"
3213,ORPHA:90045,Hereditary Folate Malabsorption,SLC46A1,Slc46a1<tm1b(KOMP)Mbp> het early,17.345,HP:0000010,MP:0011435
3214,ORPHA:90153,Mandibuloacral Dysplasia With Type A Lipodystrophy,LMNA,Lmna<tm1b(EUCOMM)Wtsi> het early,36.09,"HP:0006710,HP:0009882,HP:0000518,HP:0009839,HP:0000855,HP:0001870","MP:0009825,MP:0001312,MP:0002764,MP:0005292"
3215,ORPHA:902,Werner Syndrome,WRN,Wrn<em1(IMPC)Ccpcz> hom early,33.72,"HP:0000035,HP:0010468,HP:0000135,HP:0100615","MP:0004832,MP:0001126"
3216,ORPHA:90307,Parkes Weber Syndrome,RASA1,Rasa1<tm1b(EUCOMM)Hmgu> het early,16.58,HP:0031138,MP:0000198
3217,ORPHA:90321,Cockayne Syndrome Type 1,ERCC4,Ercc4<em1(IMPC)J> hom embryo,46.89,HP:0000528,MP:0001293
3218,ORPHA:90321,Cockayne Syndrome Type 1,ERCC8,Ercc8<em1(IMPC)H> hom early,28.41,"HP:0003138,HP:0001251,HP:0001288","MP:0001556,MP:0001392,MP:0005178"
3219,ORPHA:90322,Cockayne Syndrome Type 2,ERCC8,Ercc8<em1(IMPC)H> hom early,28.865,"HP:0001251,HP:0001288",MP:0001392
3220,ORPHA:90324,Cockayne Syndrome Type 3,ERCC8,Ercc8<em1(IMPC)H> hom early,25.29,"HP:0002317,HP:0001288",MP:0001392
3221,ORPHA:90340,Blau Syndrome,NOD2,Nod2<em1(IMPC)Mbp> hom early,37.41,"HP:0001744,HP:0002716,HP:0001392,HP:0010286","MP:0001146,MP:0001944,MP:0002339,MP:0000702"
3222,ORPHA:90349,Autosomal Recessive Cutis Laxa Type 1,LTBP1,Ltbp1<tm1a(EUCOMM)Wtsi> hom early,24.105,"HP:0002827,HP:0002756,HP:0001382,HP:0032153,HP:0006698","MP:0002833,MP:0000552,MP:0004609,MP:0005108"
3223,ORPHA:90354,Brittle Cornea Syndrome,PRDM5,Prdm5<em1(IMPC)Tcp> hom early,23.97,"HP:0000407,HP:0000405,HP:0000541","MP:0004738,MP:0008259"
3224,ORPHA:90354,Brittle Cornea Syndrome,ZNF469,Zfp469<em1(IMPC)Mbp> hom early,32.565,"HP:0100689,HP:0001131,HP:0001119,HP:0000559,HP:0000541,HP:0000407,HP:0000405,HP:0200020","MP:0001304,MP:0002699,MP:0004738"
3225,ORPHA:904,Williams Syndrome,BAZ1B,Baz1b<tm2a(KOMP)Wtsi> het early,26.565,"HP:0003119,HP:0001531,HP:0001513,HP:0001337,HP:0002150,HP:0003236,HP:0003072","MP:0005179,MP:0001486,MP:0003019,MP:0001262,MP:0005567,MP:0000186"
3226,ORPHA:904,Williams Syndrome,BAZ1B,Baz1b<tm2a(KOMP)Wtsi> hom early,24.79,"HP:0001531,HP:0001513",MP:0001262
3227,ORPHA:904,Williams Syndrome,VPS37D,Vps37d<tm2b(EUCOMM)Wtsi> het early,23.085,"HP:0002141,HP:0001310,HP:0001136,HP:0001251,HP:0001288","MP:0003733,MP:0001402,MP:0011965"
3228,ORPHA:904,Williams Syndrome,VPS37D,Vps37d<tm2b(EUCOMM)Wtsi> het embryo,21.625,HP:0001337,MP:0001491
3229,ORPHA:904,Williams Syndrome,VPS37D,Vps37d<tm2b(EUCOMM)Wtsi> hom embryo,21.93,"HP:0000023,HP:0001337","MP:0003385,MP:0001491"
3230,ORPHA:904,Williams Syndrome,EIF4H,Eif4h<tm1b(EUCOMM)Wtsi> het early,23.83,"HP:0001629,HP:0001631,HP:0001639,HP:0001642,HP:0001671,HP:0001647,HP:0004306,HP:0001136,HP:0001636,HP:0001634,HP:0001640,HP:0002623","MP:0003733,MP:0003731,MP:0000280,MP:0011965"
3231,ORPHA:904,Williams Syndrome,EIF4H,Eif4h<tm1b(EUCOMM)Wtsi> hom embryo,22.9,"HP:0100817,HP:0000822,HP:0001635,HP:0001537,HP:0003298,HP:0004381,HP:0001639,HP:0001642,HP:0002637,HP:0001658,HP:0001645,HP:0001653,HP:0004322","MP:0003984,MP:0001697,MP:0001914"
3232,ORPHA:904,Williams Syndrome,FKBP6,Fkbp6<tm1b(KOMP)Wtsi> hom early,23.27,HP:0001337,MP:0001513
3233,ORPHA:904,Williams Syndrome,STX1A,Stx1a<tm1b(EUCOMM)Hmgu> hom early,17.21,HP:0001136,MP:0011965
3234,ORPHA:904,Williams Syndrome,DNAJC30,Dnajc30<tm1.1(KOMP)Vlcg> hom early,45,"HP:0003119,HP:0002150,HP:0005978,HP:0003236,HP:0003072","MP:0005292,MP:0013279,MP:0000194,MP:0005568"
3235,ORPHA:904,Williams Syndrome,BUD23,Bud23<em2(IMPC)H> het early,22.46,HP:0005978,MP:0005560
3236,ORPHA:904,Williams Syndrome,NCF1,Ncf1<em1(IMPC)Mbp> hom early,35.395,"HP:0007018,HP:0000787,HP:0000093,HP:0005562,HP:0000075,HP:0002141,HP:0001310,HP:0100025,HP:0000716,HP:0000121,HP:0001288,HP:0100817,HP:0000076,HP:0000010,HP:0000722,HP:0002150,HP:0001640,HP:0001251,HP:0008736,HP:0000015,HP:0008661,HP:0000014,HP:0000089,HP:0000083,HP:0001969,HP:0000125","MP:0002135,MP:0001364,MP:0003068,MP:0001402,MP:0020870"
3237,ORPHA:904,Williams Syndrome,NCF1,Ncf1<em1(IMPC)Mbp> hom late,38.38,"HP:0002205,HP:0000787,HP:0000093,HP:0005562,HP:0000075,HP:0000125,HP:0003119,HP:0000121,HP:0100817,HP:0000076,HP:0001631,HP:0001647,HP:0001634,HP:0002623,HP:0003072,HP:0000010,HP:0001639,HP:0001642,HP:0001671,HP:0002150,HP:0001640,HP:0003236,HP:0001081,HP:0008736,HP:0001629,HP:0000015,HP:0008661,HP:0000014,HP:0004306,HP:0000089,HP:0000083,HP:0001969,HP:0001636,HP:0004969","MP:0002989,MP:0002135,MP:0001175,MP:0003604,MP:0000689,MP:0008725,MP:0000691,MP:0000186,MP:0000266"
3238,ORPHA:904,Williams Syndrome,CLIP2,Clip2<em1(IMPC)Ccpcz> hom early,40.185,"HP:0000938,HP:0011001,HP:0001631,HP:0001647,HP:0001634,HP:0002623,HP:0000044,HP:0000147,HP:0001639,HP:0001642,HP:0001671,HP:0000939,HP:0001640,HP:0000028,HP:0001081,HP:0008736,HP:0001629,HP:0004306,HP:0001636,HP:0000826","MP:0002397,MP:0000703,MP:0002059,MP:0000689,MP:0003795,MP:0002631,MP:0000274,MP:0000709,MP:0000266"
3239,ORPHA:904,Williams Syndrome,GTF2IRD1,Gtf2ird1<em1(IMPC)Ccpcz> hom early,38.73,"HP:0000179,HP:0003119,HP:0000670,HP:0000689,HP:0002141,HP:0001310,HP:0000347,HP:0000668,HP:0001288,HP:0006482,HP:0001531,HP:0001136,HP:0003072,HP:0000158,HP:0010807,HP:0000147,HP:0001513,HP:0000232,HP:0002150,HP:0000682,HP:0003236,HP:0001251,HP:0000028,HP:0001081,HP:0000691,HP:0000154,HP:0000212,HP:0000343,HP:0010669","MP:0000692,MP:0000703,MP:0001402,MP:0002100,MP:0010097,MP:0001325,MP:0000689,MP:0008259,MP:0001262,MP:0002968,MP:0000709,MP:0002792,MP:0000455"
3240,ORPHA:90647,Jervell And Lange-Nielsen Syndrome,KCNE1,Kcne1<tm1b(EUCOMM)Hmgu> hom early,31.245,"HP:0008619,HP:0001891,HP:0011476","MP:0002590,MP:0000220,MP:0004738,MP:0005016,MP:0000219"
3241,ORPHA:90653,Stickler Syndrome Type 1,COL2A1,Col2a1<em1(IMPC)Ccpcz> het early,51.83,"HP:0000926,HP:0000327,HP:0100734","MP:0005270,MP:0000160,MP:0000455"
3242,ORPHA:90653,Stickler Syndrome Type 1,COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,44.78,"HP:0000175,HP:0001634,HP:0000343","MP:0000111,MP:0009908,MP:0000266"
3243,ORPHA:90654,Stickler Syndrome Type 2,COL11A1,Col11a1<em1(IMPC)Bay> hom embryo,48.525,HP:0000175,"MP:0000111,MP:0009908"
3244,ORPHA:90793,Congenital Adrenal Hyperplasia Due To 17-Alpha-Hydroxylase Deficiency,CYP17A1,Cyp17a1<tm1b(EUCOMM)Wtsi> hom early,43.46,"HP:0000138,HP:0008730,HP:0000054,HP:0000151,HP:0008689,HP:0000033,HP:0010465,HP:0008163,HP:0000047,HP:0000048,HP:0003351,HP:0001508,HP:0000026,HP:0032362,HP:0002900,HP:0040314","MP:0003961,MP:0000198,MP:0005178,MP:0009204,MP:0005553,MP:0009198,MP:0002968,MP:0001556,MP:0005565"
3245,ORPHA:90796,"46,Xy Difference Of Sex Development Due To Isolated 17,20-Lyase Deficiency",CYP17A1,Cyp17a1<tm1b(EUCOMM)Wtsi> hom early,42.935,"HP:0008730,HP:0000054,HP:0000147,HP:0012112,HP:0000033,HP:0004349,HP:0000047,HP:0000939,HP:0008734,HP:0012244,HP:0001508,HP:0008726,HP:0000037,HP:0008675,HP:0000815,HP:0000013,HP:0000028","MP:0003961,MP:0000063,MP:0005178,MP:0010124,MP:0003795,MP:0009204,MP:0009198,MP:0001556"
3246,ORPHA:909,Cerebrotendinous Xanthomatosis,CYP27A1,Cyp27a1<tm1.1(KOMP)Vlcg> hom early,17.785,"HP:0006579,HP:0001081",MP:0002981
3247,ORPHA:91,Aromatase Deficiency,CYP19A1,Cyp19a1<tm1b(EUCOMM)Hmgu> hom early,32.81,"HP:0003782,HP:0003077,HP:0001513","MP:0002965,MP:0003961,MP:0002966,MP:0005178,MP:0005565"
3248,ORPHA:91,Aromatase Deficiency,CYP19A1,Cyp19a1<tm1b(EUCOMM)Hmgu> hom late,27.57,"HP:0005978,HP:0003077,HP:0000855","MP:0002966,MP:0004151,MP:0013279,MP:0005565,MP:0005343"
3249,ORPHA:912,Zellweger Syndrome,PEX3,Pex3<tm1a(EUCOMM)Wtsi> hom early,42.86,"HP:0001629,HP:0000518,HP:0002240,HP:0001508,HP:0001088,HP:0007957,HP:0000627,HP:0010655","MP:0003960,MP:0000062,MP:0002833,MP:0001312,MP:0010123,MP:0001262,MP:0005542"
3250,ORPHA:912,Zellweger Syndrome,PEX26,Pex26<tm1.1(KOMP)Vlcg> het early,20.965,"HP:0000952,HP:0002240",MP:0000691
3251,ORPHA:912,Zellweger Syndrome,PEX6,Pex6<em1(IMPC)Tcp> het early,42.235,"HP:0000518,HP:0000532,HP:0001088,HP:0007957,HP:0000627,HP:0000648","MP:0001312,MP:0006243,MP:0001322"
3252,ORPHA:912,Zellweger Syndrome,PEX19,Pex19<em1(IMPC)Bay> het early,36.91,"HP:0100543,HP:0000518,HP:0001088,HP:0007957,HP:0000627","MP:0011962,MP:0011959,MP:0001417"
